equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,degradation_score,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,performance_score,vibration_level,dust_accumulation,humidity_level,failure_probability,failure_type,maintenance_urgency,days_to_failure,equipment_status
P2449,podium,CLASSROOM151,classroom,2021-01-26,36,2,False,1.0,10.89,9409.27,251,6,0.85,26.41,2.0,0.3,49.19,198.71,14.56,50.07,170.09,30.0,0.84,connectivity_issue,critical,14,at_risk
A2450,air_conditioner,CLASSROOM604,classroom,2025-02-02,3,18,False,0.1,0.65,46.74,234,1,0.147,27.01,0.8,0.8,35.46,2002.3,81.65,15.05,11.72,80.0,0.359,refrigerant_leak,medium,57,operational
P2451,projector,LECTURE278,lecture_hall,2023-08-24,22,24,False,1.0,7.91,4174.03,237,3,0.658,27.45,0.8,0.8,54.51,347.13,34.02,40.77,52.63,80.0,0.563,overheating,high,39,at_risk
P2452,projector,SEMINAR414,seminar_room,2021-09-29,39,50,False,0.2,1.99,1861.71,68,6,0.426,31.5,2.0,0.3,43.49,363.07,54.82,29.51,85.14,30.0,0.37,lamp_burnout,medium,56,operational
P2453,projector,LECTURE318,lecture_hall,2019-12-02,46,37,False,0.2,1.7,1878.65,128,7,0.529,30.64,0.8,0.8,49.22,323.38,45.68,35.27,42.3,80.0,0.512,lamp_burnout,high,43,at_risk
A2454,air_conditioner,LECTURE695,lecture_hall,2022-04-24,18,42,False,0.2,1.78,770.63,125,3,0.185,31.24,0.8,0.8,41.61,2080.38,79.13,11.79,14.81,80.0,0.374,thermostat_malfunction,medium,56,operational
P2455,podium,LECTURE605,lecture_hall,2023-07-10,12,27,False,1.0,11.6,3339.93,68,2,0.284,31.29,0.8,0.8,38.26,160.28,68.63,16.76,22.69,80.0,0.413,connectivity_issue,high,52,operational
P2456,projector,LAB547,lab,2019-08-28,51,44,False,0.2,0.75,917.11,119,8,0.464,29.71,1.5,0.4,51.25,344.15,51.7,31.98,69.55,40.0,0.485,connectivity_loss,high,46,operational
P2457,podium,LECTURE531,lecture_hall,2023-09-03,10,26,False,1.0,4.5,1079.16,256,1,0.304,30.64,0.8,0.8,29.56,153.47,67.37,15.29,24.32,80.0,0.322,control_panel_malfunction,medium,61,operational
A2458,air_conditioner,LAB695,lab,2022-04-06,31,43,False,0.2,2.35,1749.12,203,5,0.326,30.05,1.5,0.4,36.92,1990.74,66.44,18.83,48.91,40.0,0.43,thermostat_malfunction,high,51,operational
A2459,air_conditioner,LECTURE801,lecture_hall,2023-09-26,2,47,False,0.2,0.7,33.57,296,1,0.176,27.12,1.5,0.4,31.43,2228.7,78.71,13.15,26.33,40.0,0.27,compressor_failure,medium,65,operational
P2460,projector,CLASSROOM671,classroom,2022-02-12,36,5,False,1.0,5.1,4406.17,35,6,0.586,29.67,2.0,0.3,52.48,359.47,41.2,32.84,117.21,30.0,0.529,lamp_burnout,high,42,at_risk
P2461,podium,LECTURE360,lecture_hall,2020-05-20,57,4,False,1.0,4.68,6400.52,22,9,0.623,27.84,2.0,0.3,39.23,177.98,36.8,34.17,124.67,30.0,0.441,control_panel_malfunction,high,50,operational
A2462,air_conditioner,CLASSROOM330,classroom,2022-10-21,23,37,False,0.2,1.74,962.52,125,3,0.217,30.69,0.8,0.8,33.49,2100.43,77.0,12.42,17.32,80.0,0.287,filter_clog,medium,64,operational
A2463,air_conditioner,CLASSROOM790,classroom,2024-05-03,13,22,False,1.0,6.36,1984.16,238,2,0.263,31.97,0.8,0.8,40.25,1971.56,72.49,13.63,21.07,80.0,0.405,refrigerant_leak,high,53,operational
P2464,projector,SEMINAR842,seminar_room,2019-02-27,55,36,True,1.0,10.17,13423.17,157,9,0.949,28.47,0.8,0.8,70.67,363.78,5.0,54.68,75.96,80.0,0.95,color_degradation,critical,4,at_risk
P2465,projector,CLASSROOM337,classroom,2022-11-02,25,47,False,0.2,1.31,787.66,49,4,0.245,31.65,1.5,0.4,44.12,353.32,71.93,19.43,36.76,40.0,0.298,connectivity_loss,medium,63,operational
A2466,air_conditioner,LAB299,lab,2020-12-13,45,34,False,1.0,7.85,8477.93,278,7,0.662,29.12,0.8,0.8,41.53,2580.15,32.69,41.67,52.96,80.0,0.565,filter_clog,high,39,at_risk
P2467,podium,CLASSROOM434,classroom,2021-04-04,37,16,True,1.0,2.22,1971.5,43,6,0.319,31.51,1.5,0.4,30.56,180.43,67.25,16.78,47.91,40.0,0.507,power_supply_issue,high,44,at_risk
P2468,projector,LECTURE953,lecture_hall,2020-08-04,56,11,False,1.0,9.13,12271.25,92,9,0.882,31.19,1.5,0.4,63.46,391.64,11.57,52.71,132.33,40.0,0.653,lamp_burnout,high,31,at_risk
A2469,air_conditioner,LECTURE299,lecture_hall,2021-01-15,47,48,False,0.2,2.2,2477.7,226,7,0.443,30.86,1.5,0.4,38.6,2431.38,55.14,28.63,66.47,40.0,0.477,thermostat_malfunction,high,47,operational
P2470,projector,CLASSROOM997,classroom,2019-08-31,49,36,True,1.0,10.59,12449.67,106,8,0.863,28.67,0.8,0.8,62.41,350.68,13.55,50.35,69.02,80.0,0.745,lamp_burnout,critical,22,at_risk
P2471,projector,LECTURE977,lecture_hall,2022-04-08,18,39,False,0.2,1.62,698.0,29,3,0.18,28.52,0.8,0.8,41.07,291.21,81.54,14.87,14.43,80.0,0.233,fan_failure,medium,69,operational
P2472,projector,CLASSROOM224,classroom,2023-03-18,20,45,False,0.2,1.43,687.47,190,3,0.357,31.59,1.5,0.4,46.67,320.72,62.35,24.92,53.59,40.0,0.443,connectivity_loss,high,50,operational
P2473,podium,LECTURE141,lecture_hall,2020-04-09,51,25,False,1.0,4.56,5584.1,55,8,0.58,29.65,0.8,0.8,43.42,191.82,41.94,38.52,46.4,80.0,0.732,microphone_failure,critical,24,at_risk
A2474,air_conditioner,LECTURE693,lecture_hall,2020-02-08,50,12,False,1.0,2.39,2872.31,39,8,0.367,30.41,1.5,0.4,35.58,2222.76,60.19,28.07,55.11,40.0,0.355,filter_clog,medium,58,operational
A2475,air_conditioner,LECTURE903,lecture_hall,2021-05-22,39,31,False,1.0,3.67,3432.62,66,6,0.346,30.1,0.8,0.8,32.79,2388.35,63.71,21.23,27.69,80.0,0.322,thermostat_malfunction,medium,61,operational
A2476,air_conditioner,SEMINAR657,seminar_room,2019-07-15,51,38,False,0.2,0.83,1016.95,114,8,0.352,28.37,0.8,0.8,43.89,2364.47,62.3,19.31,28.18,80.0,0.441,compressor_failure,high,50,operational
P2477,podium,LECTURE115,lecture_hall,2020-11-27,52,10,False,1.0,5.05,6297.26,80,8,0.642,28.45,1.5,0.4,42.07,176.45,35.71,37.11,96.23,40.0,0.757,speaker_distortion,critical,21,at_risk
P2478,podium,CLASSROOM777,classroom,2021-04-11,39,26,False,1.0,8.25,7720.13,295,6,0.781,28.3,0.8,0.8,40.95,183.81,21.11,40.85,62.48,80.0,0.812,power_supply_issue,critical,16,at_risk
P2479,podium,LECTURE881,lecture_hall,2020-09-19,50,44,False,0.2,1.76,2107.9,178,8,0.504,30.97,1.5,0.4,32.38,187.49,48.25,35.02,75.56,40.0,0.501,microphone_failure,high,44,at_risk
P2480,projector,CLASSROOM832,classroom,2019-12-19,52,13,False,1.0,5.05,6302.34,19,8,0.781,29.14,1.5,0.4,55.47,374.24,21.83,45.48,117.17,40.0,0.518,lamp_burnout,high,43,at_risk
P2481,projector,LAB215,lab,2023-07-27,11,25,False,1.0,8.05,2126.43,94,1,0.337,30.19,0.8,0.8,49.14,341.69,65.79,18.67,26.93,80.0,0.435,color_degradation,high,50,operational
P2482,projector,LECTURE395,lecture_hall,2024-01-15,9,41,False,0.2,1.31,283.12,225,1,0.269,26.73,0.8,0.8,46.85,343.11,72.18,22.45,21.49,80.0,0.407,overheating,high,53,operational
A2483,air_conditioner,LECTURE275,lecture_hall,2023-07-05,11,22,False,1.0,8.89,2346.01,254,1,0.274,29.26,0.8,0.8,44.46,2065.79,72.22,23.7,21.94,80.0,0.41,thermostat_malfunction,high,53,operational
P2484,podium,SEMINAR882,seminar_room,2023-11-21,17,16,True,1.0,8.77,3578.33,261,2,0.464,29.37,1.5,0.4,42.5,173.06,51.93,24.57,69.59,40.0,0.786,connectivity_issue,critical,19,at_risk
A2485,air_conditioner,CLASSROOM167,classroom,2019-04-23,53,35,True,1.0,10.65,13551.52,175,8,0.814,30.78,0.8,0.8,55.91,2250.47,18.17,41.24,65.12,80.0,0.926,electrical_fault,critical,6,at_risk
A2486,air_conditioner,LECTURE384,lecture_hall,2023-11-06,6,18,False,0.1,1.01,145.66,227,1,0.161,26.78,0.8,0.8,39.58,1953.5,80.57,17.97,12.88,80.0,0.364,filter_clog,medium,57,operational
P2487,podium,LECTURE840,lecture_hall,2023-11-29,19,25,False,1.0,3.97,1808.4,204,3,0.355,30.4,0.8,0.8,29.31,155.58,62.31,23.41,28.43,80.0,0.342,control_panel_malfunction,medium,59,operational
A2488,air_conditioner,CLASSROOM591,classroom,2021-10-24,43,19,False,0.1,0.99,1024.89,58,7,0.281,26.16,0.8,0.8,38.81,2174.33,70.88,17.33,22.51,80.0,0.374,filter_clog,medium,56,operational
A2489,air_conditioner,LECTURE927,lecture_hall,2021-10-01,38,46,False,0.2,1.26,1152.37,9,6,0.233,27.87,1.5,0.4,30.75,2204.2,75.45,17.21,35.01,40.0,0.118,filter_clog,low,79,operational
A2490,air_conditioner,CLASSROOM956,classroom,2024-02-11,17,27,False,1.0,2.32,947.54,19,2,0.127,29.93,0.8,0.8,37.05,1886.86,83.94,10.32,10.17,80.0,0.204,electrical_fault,medium,71,operational
P2491,podium,CLASSROOM339,classroom,2023-11-16,11,41,False,0.2,2.16,571.27,283,1,0.284,29.6,0.8,0.8,32.41,169.7,70.82,20.53,22.69,80.0,0.413,speaker_distortion,high,52,operational
P2492,podium,SEMINAR448,seminar_room,2020-04-13,48,12,False,1.0,5.63,6487.79,143,8,0.684,30.97,1.5,0.4,44.44,183.67,30.58,42.57,102.53,40.0,0.773,control_panel_malfunction,critical,20,at_risk
A2493,air_conditioner,LAB426,lab,2021-02-15,41,26,False,1.0,5.61,5520.23,263,6,0.535,31.78,0.8,0.8,44.65,2164.69,44.2,31.14,42.81,80.0,0.514,filter_clog,high,43,at_risk
P2494,podium,SEMINAR446,seminar_room,2024-01-14,5,24,False,1.0,2.06,246.76,106,1,0.126,31.88,0.8,0.8,34.65,152.41,83.18,8.53,10.05,80.0,0.35,connectivity_issue,medium,58,operational
P2495,projector,CLASSROOM144,classroom,2023-04-04,17,35,True,1.0,2.88,1175.42,168,2,0.37,29.55,0.8,0.8,51.91,345.82,62.95,23.58,29.57,80.0,0.548,overheating,high,40,at_risk
A2496,air_conditioner,CLASSROOM898,classroom,2020-01-08,45,38,False,0.2,1.1,1184.91,127,7,0.335,27.15,0.8,0.8,38.18,2279.14,66.49,17.06,26.8,80.0,0.434,compressor_failure,high,50,operational
P2497,projector,CLASSROOM452,classroom,2023-02-23,14,16,True,1.0,11.2,3763.37,293,2,0.584,27.94,1.5,0.4,51.32,321.37,41.33,36.49,87.54,40.0,0.633,connectivity_loss,high,32,at_risk
P2498,projector,CLASSROOM516,classroom,2019-01-16,57,38,False,0.2,1.98,2704.39,238,9,0.71,27.86,0.8,0.8,46.04,380.1,28.54,40.87,56.83,80.0,0.584,connectivity_loss,high,37,at_risk
A2499,air_conditioner,LECTURE867,lecture_hall,2020-07-05,56,6,False,1.0,7.61,10233.84,207,9,0.736,31.41,2.0,0.3,50.22,2621.69,26.23,41.26,147.23,30.0,0.794,electrical_fault,critical,18,at_risk
A2500,air_conditioner,CLASSROOM403,classroom,2023-04-22,8,51,False,0.2,0.65,125.39,264,1,0.191,31.98,2.0,0.3,35.71,2051.21,78.37,16.78,38.17,30.0,0.376,electrical_fault,medium,56,operational
A2501,air_conditioner,SEMINAR148,seminar_room,2022-10-05,31,17,False,0.1,0.35,258.01,10,5,0.169,31.2,0.8,0.8,31.88,1963.78,79.01,9.4,13.53,80.0,0.095,no_failure,low,148,operational
A2502,air_conditioner,CLASSROOM718,classroom,2024-03-20,5,33,False,1.0,11.37,1364.84,149,1,0.153,30.09,0.8,0.8,48.12,1935.0,82.53,12.23,12.26,80.0,0.361,compressor_failure,medium,57,operational
A2503,air_conditioner,CLASSROOM589,classroom,2021-04-03,41,33,False,1.0,2.86,2812.18,15,6,0.307,29.59,0.8,0.8,33.58,2078.79,67.09,24.09,24.57,80.0,0.164,compressor_failure,low,75,operational
P2504,projector,CLASSROOM223,classroom,2023-07-24,22,20,False,0.1,0.85,447.13,284,3,0.347,27.41,0.8,0.8,45.3,310.85,62.88,21.2,27.78,80.0,0.439,color_degradation,high,50,operational
A2505,air_conditioner,CLASSROOM520,classroom,2022-04-30,23,12,False,1.0,2.79,1539.55,53,3,0.196,31.2,1.5,0.4,32.42,2213.07,77.75,16.61,29.36,40.0,0.226,filter_clog,medium,69,operational
A2506,air_conditioner,SEMINAR804,seminar_room,2022-06-24,21,11,False,1.0,5.99,3020.17,173,3,0.302,28.43,1.5,0.4,32.94,1995.54,66.86,15.54,45.27,40.0,0.321,refrigerant_leak,medium,61,operational
P2507,podium,CLASSROOM230,classroom,2020-04-12,52,29,False,1.0,11.97,14933.58,99,8,0.843,27.15,0.8,0.8,41.9,191.26,15.07,48.69,67.4,80.0,0.837,control_panel_malfunction,critical,14,at_risk
A2508,air_conditioner,CLASSROOM996,classroom,2023-10-26,21,29,False,1.0,4.09,2059.37,101,3,0.23,31.34,0.8,0.8,44.62,1994.85,74.85,17.8,18.38,80.0,0.392,refrigerant_leak,medium,54,operational
P2509,projector,LECTURE401,lecture_hall,2020-08-15,56,12,False,1.0,9.1,12236.64,296,9,0.98,27.86,1.5,0.4,59.75,369.21,1.92,49.06,147.0,40.0,0.692,overheating,high,27,at_risk
A2510,air_conditioner,LECTURE359,lecture_hall,2021-03-23,41,31,False,1.0,8.85,8711.73,180,6,0.595,30.15,0.8,0.8,43.61,2365.89,39.98,37.5,47.63,80.0,0.538,thermostat_malfunction,high,41,at_risk
P2511,projector,LECTURE629,lecture_hall,2023-03-17,16,28,False,1.0,7.12,2735.29,251,2,0.508,26.42,0.8,0.8,49.06,340.68,47.02,29.86,40.64,80.0,0.503,overheating,high,44,at_risk
P2512,projector,LECTURE829,lecture_hall,2019-02-06,58,45,False,0.2,1.62,2256.36,18,9,0.498,31.31,1.5,0.4,51.18,371.02,48.8,34.22,74.7,40.0,0.399,connectivity_loss,medium,54,operational
A2513,air_conditioner,LECTURE654,lecture_hall,2025-02-04,2,14,False,1.0,5.51,264.65,162,1,0.109,31.34,1.5,0.4,39.58,2056.79,85.83,6.81,16.32,40.0,0.344,electrical_fault,medium,59,operational
A2514,air_conditioner,LAB832,lab,2023-03-13,18,36,True,1.0,11.78,5088.78,129,3,0.331,27.73,0.8,0.8,44.17,2081.97,63.87,17.07,26.5,80.0,0.533,filter_clog,high,42,at_risk
P2515,projector,LECTURE145,lecture_hall,2022-11-29,8,30,False,1.0,2.86,550.05,159,1,0.263,31.0,0.8,0.8,52.15,328.29,72.84,20.65,21.0,80.0,0.405,lamp_burnout,high,53,operational
P2516,projector,LECTURE162,lecture_hall,2023-07-05,13,31,False,1.0,10.35,3229.49,233,2,0.534,28.59,0.8,0.8,56.93,317.34,45.53,33.71,42.73,80.0,0.514,fan_failure,high,43,at_risk
P2517,projector,SEMINAR960,seminar_room,2023-07-14,15,40,False,0.2,1.6,574.74,184,2,0.323,27.62,0.8,0.8,48.16,358.47,65.34,19.2,25.83,80.0,0.429,connectivity_loss,high,51,operational
P2518,podium,CLASSROOM268,classroom,2023-02-06,8,40,False,0.2,1.31,252.29,70,1,0.111,27.71,0.8,0.8,29.68,145.2,87.46,12.41,8.88,80.0,0.244,control_panel_malfunction,medium,68,operational
A2519,air_conditioner,LECTURE326,lecture_hall,2022-03-06,27,21,False,1.0,6.25,4049.82,89,4,0.319,29.53,0.8,0.8,35.17,2030.6,66.03,18.24,25.56,80.0,0.428,refrigerant_leak,high,51,operational
P2520,podium,CLASSROOM346,classroom,2023-01-18,30,27,False,1.0,11.52,8291.15,180,5,0.715,31.0,0.8,0.8,45.26,181.51,28.1,38.15,57.16,80.0,0.786,speaker_distortion,critical,19,at_risk
A2521,air_conditioner,CLASSROOM342,classroom,2024-11-17,8,29,False,1.0,6.71,1287.73,204,1,0.196,28.18,0.8,0.8,35.7,2236.0,78.32,18.66,15.7,80.0,0.379,electrical_fault,medium,55,operational
P2522,projector,CLASSROOM353,classroom,2020-10-21,34,32,False,1.0,10.68,8714.15,228,5,0.87,29.99,0.8,0.8,62.27,393.12,12.7,43.69,69.6,80.0,0.648,fan_failure,high,31,at_risk
P2523,podium,LECTURE266,lecture_hall,2024-02-15,17,28,False,1.0,6.84,2791.2,102,2,0.31,29.02,0.8,0.8,32.18,160.99,68.48,19.28,24.76,80.0,0.424,microphone_failure,high,51,operational
P2524,projector,LECTURE380,lecture_hall,2023-06-15,14,32,False,1.0,5.74,1927.33,249,2,0.431,29.88,0.8,0.8,54.32,351.28,55.42,24.9,34.45,80.0,0.472,color_degradation,high,47,operational
P2525,podium,CLASSROOM177,classroom,2023-05-15,23,14,False,1.0,10.29,5681.35,142,3,0.517,29.32,1.5,0.4,36.67,160.16,46.97,25.9,77.61,40.0,0.507,speaker_distortion,high,44,at_risk
P2526,projector,LECTURE618,lecture_hall,2022-09-16,34,27,False,1.0,4.08,3326.63,21,5,0.471,27.98,0.8,0.8,48.77,374.15,50.75,25.94,37.64,80.0,0.405,connectivity_loss,high,53,operational
P2527,podium,SEMINAR636,seminar_room,2023-04-01,9,52,False,0.2,1.27,275.19,237,1,0.256,27.77,2.0,0.3,30.82,161.1,72.87,15.32,51.25,30.0,0.403,microphone_failure,high,53,operational
P2528,projector,LECTURE383,lecture_hall,2021-06-21,31,1,False,1.0,10.9,8106.6,98,5,0.764,31.39,2.0,0.3,62.79,402.94,22.62,38.72,152.78,30.0,0.606,overheating,high,35,at_risk
P2529,podium,CLASSROOM431,classroom,2024-06-08,12,23,False,1.0,5.69,1637.51,190,2,0.3,27.89,0.8,0.8,36.93,179.05,69.62,17.93,24.02,80.0,0.42,speaker_distortion,high,52,operational
P2530,projector,CLASSROOM603,classroom,2021-02-20,53,26,False,1.0,2.56,3258.23,263,8,0.737,31.28,0.8,0.8,57.81,358.19,25.71,40.07,58.92,80.0,0.595,overheating,high,36,at_risk
P2531,projector,CLASSROOM114,classroom,2023-07-18,14,37,False,0.2,1.78,597.46,22,2,0.144,29.47,0.8,0.8,46.61,286.21,85.12,13.33,11.54,80.0,0.28,lamp_burnout,medium,64,operational
A2532,air_conditioner,CLASSROOM915,classroom,2022-09-23,19,16,True,1.0,8.32,3795.48,125,3,0.291,30.49,1.5,0.4,37.56,2368.77,67.61,19.41,43.64,40.0,0.516,electrical_fault,high,43,at_risk
P2533,projector,SEMINAR159,seminar_room,2021-08-23,31,10,False,1.0,8.08,6014.26,100,5,0.766,31.91,1.5,0.4,55.75,383.41,22.73,40.8,114.92,40.0,0.606,connectivity_loss,high,35,at_risk
P2534,projector,SEMINAR981,seminar_room,2024-05-09,6,45,False,0.2,2.01,289.61,286,1,0.254,26.01,1.5,0.4,45.84,315.63,73.32,22.07,38.12,40.0,0.402,lamp_burnout,high,53,operational
A2535,air_conditioner,LECTURE934,lecture_hall,2024-01-15,14,11,False,1.0,7.44,2499.14,256,2,0.296,31.66,1.5,0.4,39.33,1980.8,67.95,18.77,44.33,40.0,0.418,filter_clog,high,52,operational
P2536,podium,CLASSROOM400,classroom,2021-12-08,28,13,False,1.0,4.25,2858.21,238,4,0.481,31.69,1.5,0.4,35.28,156.36,49.5,26.09,72.19,40.0,0.492,microphone_failure,high,45,operational
P2537,projector,CLASSROOM722,classroom,2024-01-28,12,4,False,1.0,9.16,2638.47,244,2,0.48,29.6,2.0,0.3,56.9,370.85,51.78,31.68,95.97,30.0,0.492,color_degradation,high,45,operational
P2538,projector,LECTURE206,lecture_hall,2023-03-18,10,2,False,1.0,9.05,2171.96,47,1,0.283,31.09,2.0,0.3,51.98,293.36,70.64,19.02,56.64,30.0,0.413,fan_failure,high,52,operational
A2539,air_conditioner,LECTURE629,lecture_hall,2021-07-17,25,31,False,1.0,11.25,6749.25,243,4,0.485,29.18,0.8,0.8,50.33,2404.47,50.41,32.76,38.8,80.0,0.694,compressor_failure,high,27,at_risk
P2540,projector,CLASSROOM232,classroom,2023-06-22,25,28,False,1.0,10.93,6560.14,295,4,0.825,27.62,0.8,0.8,62.28,353.08,16.72,42.55,66.0,80.0,0.63,lamp_burnout,high,33,at_risk
P2541,projector,CLASSROOM666,classroom,2023-12-21,19,28,False,1.0,3.81,1736.74,86,3,0.335,29.18,0.8,0.8,45.34,344.03,64.35,17.62,26.82,80.0,0.434,fan_failure,high,50,operational
P2542,projector,LECTURE807,lecture_hall,2020-01-21,52,18,False,0.1,0.83,1030.98,89,8,0.445,29.48,0.8,0.8,49.98,370.83,53.47,31.33,35.58,80.0,0.478,fan_failure,high,46,operational
P2543,projector,SEMINAR806,seminar_room,2020-10-03,43,16,True,1.0,9.97,10293.37,58,7,0.779,30.87,1.5,0.4,57.28,345.55,21.05,44.73,116.92,40.0,0.712,fan_failure,critical,25,at_risk
P2544,podium,CLASSROOM295,classroom,2020-04-05,52,28,False,1.0,8.93,11139.88,132,8,0.87,28.89,0.8,0.8,46.37,193.08,12.74,44.78,69.6,80.0,0.848,connectivity_issue,critical,13,at_risk
P2545,podium,SEMINAR987,seminar_room,2023-01-24,13,7,False,1.0,3.81,1189.7,230,2,0.316,27.16,2.0,0.3,34.88,177.46,65.53,16.67,63.23,30.0,0.426,control_panel_malfunction,high,51,operational
P2546,projector,CLASSROOM737,classroom,2021-07-19,28,45,False,0.2,2.03,1364.35,200,4,0.454,31.21,1.5,0.4,50.51,336.88,54.33,27.36,68.05,40.0,0.481,fan_failure,high,46,operational
P2547,projector,CLASSROOM236,classroom,2021-09-10,36,34,False,1.0,11.48,9920.83,230,6,0.88,27.42,0.8,0.8,66.87,384.86,11.86,44.9,70.4,80.0,0.852,overheating,critical,13,at_risk
P2548,podium,SEMINAR830,seminar_room,2023-07-30,12,30,False,1.0,2.47,710.11,258,2,0.296,27.11,0.8,0.8,29.49,171.09,70.31,15.94,23.64,80.0,0.318,control_panel_malfunction,medium,61,operational
P2549,projector,CLASSROOM374,classroom,2023-05-13,14,27,False,1.0,2.7,906.37,61,2,0.213,28.05,0.8,0.8,53.64,334.64,78.56,16.66,17.06,80.0,0.385,overheating,medium,55,operational
P2550,projector,CLASSROOM561,classroom,2025-03-06,2,19,False,0.1,0.54,25.94,190,1,0.212,28.99,0.8,0.8,38.03,329.67,76.85,13.63,16.97,80.0,0.285,connectivity_loss,medium,64,operational
P2551,projector,SEMINAR959,seminar_room,2023-11-01,19,21,False,1.0,8.06,3677.15,150,3,0.568,26.27,0.8,0.8,51.12,368.83,42.56,31.3,45.45,80.0,0.527,lamp_burnout,high,42,at_risk
P2552,podium,CLASSROOM650,classroom,2024-03-13,11,6,False,1.0,11.1,2931.0,85,1,0.272,30.44,2.0,0.3,42.72,175.42,72.66,21.38,54.48,30.0,0.609,microphone_failure,high,35,at_risk
A2553,air_conditioner,LECTURE274,lecture_hall,2020-10-01,56,19,False,0.1,0.54,724.09,232,9,0.433,29.84,0.8,0.8,36.69,2302.57,55.05,23.18,34.64,80.0,0.473,electrical_fault,high,47,operational
A2554,air_conditioner,SEMINAR511,seminar_room,2022-09-23,23,33,False,1.0,4.04,2227.62,100,3,0.245,30.72,0.8,0.8,36.31,2035.77,74.75,13.08,19.58,80.0,0.398,electrical_fault,medium,54,operational
P2555,projector,LECTURE954,lecture_hall,2021-09-04,47,29,False,1.0,7.64,8622.06,12,7,0.748,30.47,0.8,0.8,63.73,360.71,24.7,43.19,59.87,80.0,0.466,connectivity_loss,high,48,operational
A2556,air_conditioner,LAB112,lab,2019-09-05,54,6,False,1.0,2.53,3284.78,114,9,0.443,28.97,2.0,0.3,41.26,2386.85,54.53,30.39,88.57,30.0,0.477,thermostat_malfunction,high,47,operational
P2557,projector,LECTURE481,lecture_hall,2022-07-05,30,51,False,0.2,1.53,1104.38,271,5,0.442,26.37,2.0,0.3,51.36,370.28,54.4,26.2,88.41,30.0,0.477,fan_failure,high,47,operational
P2558,projector,SEMINAR775,seminar_room,2022-11-27,29,16,True,1.0,7.28,5068.91,72,4,0.647,30.01,1.5,0.4,53.07,327.8,33.94,34.15,97.11,40.0,0.659,connectivity_loss,high,30,at_risk
P2559,projector,SEMINAR484,seminar_room,2021-02-18,50,13,False,1.0,8.88,10656.45,82,8,0.841,31.55,1.5,0.4,56.95,375.23,15.8,42.83,126.17,40.0,0.636,lamp_burnout,high,32,at_risk
P2560,projector,CLASSROOM288,classroom,2023-12-21,11,46,False,0.2,1.14,300.18,219,1,0.28,27.49,1.5,0.4,44.27,336.57,71.22,17.67,42.0,40.0,0.312,overheating,medium,61,operational
A2561,air_conditioner,SEMINAR526,seminar_room,2021-11-23,23,41,False,0.2,1.92,1058.69,285,3,0.309,26.27,0.8,0.8,33.01,2134.64,66.13,24.14,24.69,80.0,0.323,compressor_failure,medium,60,operational
P2562,projector,LECTURE229,lecture_hall,2025-02-03,5,27,False,1.0,11.12,1334.44,220,1,0.336,28.2,0.8,0.8,58.54,306.73,65.8,24.17,26.9,80.0,0.434,connectivity_loss,high,50,operational
P2563,projector,CLASSROOM808,classroom,2019-06-22,59,17,False,0.1,1.06,1495.9,248,9,0.62,26.63,0.8,0.8,49.3,388.01,36.25,34.9,49.57,80.0,0.548,overheating,high,40,at_risk
P2564,projector,SEMINAR764,seminar_room,2023-06-13,23,18,False,0.1,0.8,443.53,116,3,0.281,27.86,0.8,0.8,46.96,311.12,68.97,19.87,22.47,80.0,0.412,color_degradation,high,52,operational
P2565,projector,LECTURE294,lecture_hall,2023-01-19,22,45,False,0.2,2.03,1074.26,36,3,0.24,28.54,1.5,0.4,41.7,293.91,74.28,21.88,35.93,40.0,0.296,color_degradation,medium,63,operational
P2566,projector,SEMINAR802,seminar_room,2023-03-22,19,41,False,0.2,1.01,462.73,11,3,0.146,31.27,0.8,0.8,43.91,291.32,81.92,13.99,11.66,80.0,0.119,connectivity_loss,low,79,operational
P2567,projector,LECTURE854,lecture_hall,2021-05-24,38,27,False,1.0,2.03,1855.4,89,6,0.444,27.83,0.8,0.8,46.9,353.41,55.24,28.5,35.48,80.0,0.477,overheating,high,47,operational
P2568,podium,CLASSROOM200,classroom,2022-08-07,18,5,False,1.0,10.66,4604.09,139,3,0.436,31.56,2.0,0.3,36.53,164.67,54.89,25.08,87.21,30.0,0.474,power_supply_issue,high,47,operational
P2569,podium,CLASSROOM333,classroom,2021-01-01,36,50,False,0.2,0.95,818.5,120,6,0.321,29.64,2.0,0.3,28.48,157.15,65.88,24.11,64.18,30.0,0.328,control_panel_malfunction,medium,60,operational
A2570,air_conditioner,SEMINAR316,seminar_room,2021-12-22,21,37,False,0.2,1.24,625.47,245,3,0.262,31.02,0.8,0.8,33.53,2038.14,72.58,22.23,20.96,80.0,0.305,electrical_fault,medium,62,operational
P2571,projector,LECTURE547,lecture_hall,2019-09-22,53,5,False,1.0,11.88,15114.36,286,8,0.965,29.73,2.0,0.3,66.78,424.8,3.4,57.42,193.0,30.0,0.886,connectivity_loss,critical,10,at_risk
P2572,projector,CLASSROOM703,classroom,2022-08-13,15,45,False,0.2,0.41,146.6,118,2,0.218,30.52,1.5,0.4,44.09,314.29,76.22,17.9,32.75,40.0,0.287,connectivity_loss,medium,64,operational
